filename,width,height,class,xmin,ymin,xmax,ymax
0033.jpg,395,487,tomato,298,414,357,470
0033.jpg,395,487,tomato,44,334,99,389
0033.jpg,395,487,tomato,19,396,66,449
0033.jpg,395,487,tomato,21,461,69,487
0099.jpg,1000,693,tomato,407,202,706,476
0099.jpg,1000,693,tomato,376,396,613,616
0099.jpg,1000,693,tomato,610,325,851,570
0099.jpg,1000,693,tomato,614,70,875,328
0099.jpg,1000,693,tomato,493,1,752,202
0032.jpg,275,206,tomato,42,14,155,122
0032.jpg,275,206,tomato,123,89,219,190
0032.jpg,275,206,tomato,213,108,252,170
0087.jpg,600,449,tomato,278,178,352,255
0087.jpg,600,449,tomato,324,228,424,303
0087.jpg,600,449,tomato,374,152,463,235
0087.jpg,600,449,tomato,313,135,381,202
0045.jpg,720,960,tomato,300,29,488,223
0045.jpg,720,960,tomato,206,125,365,283
0045.jpg,720,960,tomato,365,220,532,388
0045.jpg,720,960,tomato,229,310,387,466
0045.jpg,720,960,tomato,391,402,541,553
0045.jpg,720,960,tomato,232,467,374,607
0045.jpg,720,960,tomato,380,601,524,754
0045.jpg,720,960,tomato,244,604,377,728
0045.jpg,720,960,tomato,228,730,376,874
0045.jpg,720,960,tomato,340,829,450,934
0045.jpg,720,960,tomato,427,772,545,880
0065.jpg,480,320,tomato,37,183,280,320
0065.jpg,480,320,tomato,183,35,410,214
0035.jpg,400,266,tomato,193,161,269,242
0035.jpg,400,266,tomato,256,152,333,226
0035.jpg,400,266,tomato,120,83,226,192
0035.jpg,400,266,tomato,225,109,307,162
0030.jpg,640,480,tomato,104,111,363,370
0030.jpg,640,480,tomato,327,166,549,393
0030.jpg,640,480,tomato,259,88,436,221
0067.jpg,1024,768,tomato,86,111,427,442
0067.jpg,1024,768,tomato,397,320,670,580
0067.jpg,1024,768,tomato,746,301,1024,559
0067.jpg,1024,768,tomato,536,182,772,402
0067.jpg,1024,768,tomato,583,415,782,645
0067.jpg,1024,768,tomato,801,476,1008,628
0069.jpg,225,225,tomato,6,10,129,115
0069.jpg,225,225,tomato,132,23,212,98
0069.jpg,225,225,tomato,75,84,148,152
0069.jpg,225,225,tomato,109,150,180,215
0069.jpg,225,225,tomato,141,110,197,164
0069.jpg,225,225,tomato,1,128,65,193
0069.jpg,225,225,tomato,60,155,88,185
0069.jpg,225,225,tomato,43,187,74,216
0051.jpg,720,720,tomato,301,1,402,45
0051.jpg,720,720,tomato,411,1,497,12
0051.jpg,720,720,tomato,457,7,490,92
0051.jpg,720,720,tomato,302,41,395,134
0051.jpg,720,720,tomato,344,3,467,110
0051.jpg,720,720,tomato,419,94,560,212
0051.jpg,720,720,tomato,256,142,412,289
0051.jpg,720,720,tomato,420,215,553,340
0051.jpg,720,720,tomato,305,274,433,388
0051.jpg,720,720,tomato,418,336,561,472
0051.jpg,720,720,tomato,292,381,434,515
0051.jpg,720,720,tomato,316,456,449,546
0051.jpg,720,720,tomato,173,452,310,570
0051.jpg,720,720,tomato,124,568,266,698
0051.jpg,720,720,tomato,248,533,388,665
0051.jpg,720,720,tomato,234,653,356,720
0036.jpg,480,360,tomato,159,185,339,345
0036.jpg,480,360,tomato,247,33,428,214
0036.jpg,480,360,tomato,55,167,177,322
0036.jpg,480,360,tomato,139,58,249,186
0056.jpg,400,266,tomato,80,70,201,192
0056.jpg,400,266,tomato,180,139,302,246
0056.jpg,400,266,tomato,168,13,303,145
0097.jpg,450,299,tomato,159,95,298,222
0097.jpg,450,299,tomato,142,78,236,127
0097.jpg,450,299,tomato,273,1,397,96
0097.jpg,450,299,tomato,386,28,450,107
0068.jpg,1280,960,tomato,210,7,398,162
0068.jpg,1280,960,tomato,283,92,509,294
0068.jpg,1280,960,tomato,431,218,635,409
0068.jpg,1280,960,tomato,540,405,759,614
0068.jpg,1280,960,tomato,731,545,878,675
0068.jpg,1280,960,tomato,823,651,960,769
0068.jpg,1280,960,tomato,619,687,756,814
0068.jpg,1280,960,tomato,822,453,1002,600
0068.jpg,1280,960,tomato,742,326,929,499
0068.jpg,1280,960,tomato,638,183,848,358
0068.jpg,1280,960,tomato,529,102,743,278
0068.jpg,1280,960,tomato,1065,160,1190,275
0068.jpg,1280,960,tomato,1181,238,1280,337
0068.jpg,1280,960,tomato,1215,346,1280,424
0068.jpg,1280,960,tomato,1246,451,1280,506
0068.jpg,1280,960,tomato,983,121,1094,228
0034.jpg,640,425,tomato,240,313,312,391
0034.jpg,640,425,tomato,189,303,257,374
0034.jpg,640,425,tomato,274,255,355,339
0034.jpg,640,425,tomato,214,233,287,308
0034.jpg,640,425,tomato,317,193,400,279
0034.jpg,640,425,tomato,241,170,318,247
0034.jpg,640,425,tomato,349,124,432,207
0034.jpg,640,425,tomato,292,116,372,189
0034.jpg,640,425,tomato,286,42,367,115
0034.jpg,640,425,tomato,395,59,485,150
0049.jpg,736,776,tomato,213,497,370,657
0049.jpg,736,776,tomato,160,654,331,776
0049.jpg,736,776,tomato,307,611,379,733
0049.jpg,736,776,tomato,149,481,265,630
0049.jpg,736,776,tomato,111,232,296,404
0049.jpg,736,776,tomato,326,634,475,776
0049.jpg,736,776,tomato,406,510,515,634
0049.jpg,736,776,tomato,473,634,535,745
0049.jpg,736,776,tomato,440,751,536,776
0049.jpg,736,776,tomato,484,707,610,776
0049.jpg,736,776,tomato,298,351,465,522
0049.jpg,736,776,tomato,310,147,517,368
0049.jpg,736,776,tomato,130,22,341,238
0049.jpg,736,776,tomato,267,1,523,152
0037.jpg,360,270,tomato,11,28,140,144
0037.jpg,360,270,tomato,111,103,232,220
0037.jpg,360,270,tomato,197,177,316,270
0037.jpg,360,270,tomato,229,136,342,226
0037.jpg,360,270,tomato,182,90,260,168
0037.jpg,360,270,tomato,148,1,234,91
0076.jpg,270,203,tomato,70,19,93,42
0076.jpg,270,203,tomato,58,67,82,89
0076.jpg,270,203,tomato,120,81,168,129
0076.jpg,270,203,tomato,94,114,122,143
0076.jpg,270,203,tomato,88,144,111,166
0076.jpg,270,203,tomato,75,168,99,191
0076.jpg,270,203,tomato,46,116,73,140
0076.jpg,270,203,tomato,44,140,68,161
0076.jpg,270,203,tomato,30,162,55,188
0076.jpg,270,203,tomato,27,188,51,199
0076.jpg,270,203,tomato,70,183,88,201
0021.jpg,183,275,tomato,1,247,26,275
0021.jpg,183,275,tomato,1,218,31,254
0021.jpg,183,275,tomato,1,160,17,198
0021.jpg,183,275,tomato,17,184,66,229
0021.jpg,183,275,tomato,29,210,67,239
0021.jpg,183,275,tomato,37,239,81,273
0021.jpg,183,275,tomato,81,243,120,273
0021.jpg,183,275,tomato,67,211,104,244
0021.jpg,183,275,tomato,123,237,160,274
0021.jpg,183,275,tomato,169,198,183,235
0021.jpg,183,275,tomato,119,159,170,208
0021.jpg,183,275,tomato,116,207,160,237
0021.jpg,183,275,tomato,30,133,82,185
0021.jpg,183,275,tomato,69,162,118,208
0021.jpg,183,275,tomato,97,101,152,150
0021.jpg,183,275,tomato,109,137,157,160
0021.jpg,183,275,tomato,1,100,39,154
0021.jpg,183,275,tomato,42,75,97,129
0021.jpg,183,275,tomato,170,46,183,86
0021.jpg,183,275,tomato,95,15,151,69
0021.jpg,183,275,tomato,19,41,71,92
0089.jpg,1340,756,tomato,406,341,800,715
0089.jpg,1340,756,tomato,682,206,1023,526
0089.jpg,1340,756,tomato,219,136,544,474
0089.jpg,1340,756,tomato,492,156,756,360
0075.jpg,480,241,tomato,54,85,123,161
0075.jpg,480,241,tomato,159,13,280,138
0075.jpg,480,241,tomato,103,98,191,200
0075.jpg,480,241,tomato,147,122,253,236
0075.jpg,480,241,tomato,234,140,347,241
0075.jpg,480,241,tomato,320,109,418,215
0075.jpg,480,241,tomato,236,93,335,157
0075.jpg,480,241,tomato,383,108,442,166
0025.jpg,194,259,tomato,4,27,112,132
0025.jpg,194,259,tomato,94,89,177,168
0025.jpg,194,259,tomato,18,137,104,226
0025.jpg,194,259,tomato,92,174,162,247
0025.jpg,194,259,tomato,27,240,93,259
0092.jpg,240,320,tomato,7,126,86,196
0092.jpg,240,320,tomato,25,194,87,254
0092.jpg,240,320,tomato,82,164,138,223
0092.jpg,240,320,tomato,159,95,219,156
0092.jpg,240,320,tomato,151,131,202,181
0092.jpg,240,320,tomato,106,115,146,169
0092.jpg,240,320,tomato,186,70,232,115
0092.jpg,240,320,tomato,153,19,203,64
0061.jpg,640,640,tomato,63,402,260,587
0061.jpg,640,640,tomato,204,515,417,640
0061.jpg,640,640,tomato,270,347,546,610
0061.jpg,640,640,tomato,273,74,559,352
0061.jpg,640,640,tomato,105,53,322,264
0061.jpg,640,640,tomato,176,247,371,414
0023.jpg,225,225,tomato,70,159,103,192
0023.jpg,225,225,tomato,90,125,137,173
0023.jpg,225,225,tomato,44,116,89,163
0023.jpg,225,225,tomato,38,62,80,106
0023.jpg,225,225,tomato,70,75,112,118
0023.jpg,225,225,tomato,112,71,149,115
0023.jpg,225,225,tomato,140,67,191,118
0059.jpg,400,300,tomato,87,93,122,130
0059.jpg,400,300,tomato,85,133,119,163
0059.jpg,400,300,tomato,133,121,165,154
0059.jpg,400,300,tomato,86,173,119,204
0059.jpg,400,300,tomato,136,155,166,184
0059.jpg,400,300,tomato,143,187,172,217
0059.jpg,400,300,tomato,92,209,123,241
0059.jpg,400,300,tomato,109,236,137,262
0059.jpg,400,300,tomato,135,220,165,249
0059.jpg,400,300,tomato,137,247,164,267
0059.jpg,400,300,tomato,116,260,144,274
0059.jpg,400,300,tomato,164,51,203,93
0059.jpg,400,300,tomato,152,85,186,121
0059.jpg,400,300,tomato,175,102,214,141
0059.jpg,400,300,tomato,215,92,250,123
0059.jpg,400,300,tomato,236,122,268,156
0059.jpg,400,300,tomato,198,141,233,175
0059.jpg,400,300,tomato,253,163,281,189
0059.jpg,400,300,tomato,218,180,255,217
0059.jpg,400,300,tomato,254,186,286,217
0059.jpg,400,300,tomato,234,212,261,242
0059.jpg,400,300,tomato,250,218,272,247
0059.jpg,400,300,tomato,216,215,238,245
0098.jpg,640,395,tomato,53,87,149,184
0098.jpg,640,395,tomato,159,60,259,166
0098.jpg,640,395,tomato,245,106,349,187
0098.jpg,640,395,tomato,253,146,360,258
0098.jpg,640,395,tomato,352,191,452,301
0098.jpg,640,395,tomato,359,276,455,374
0098.jpg,640,395,tomato,433,209,512,292
0098.jpg,640,395,tomato,437,269,470,357
0098.jpg,640,395,tomato,350,131,441,208
0072.jpg,1371,2048,tomato,335,657,793,1126
0072.jpg,1371,2048,tomato,201,1093,585,1482
0072.jpg,1371,2048,tomato,570,1147,955,1538
0072.jpg,1371,2048,tomato,468,1061,830,1222
0072.jpg,1371,2048,tomato,747,765,966,1109
0055.jpg,1200,901,tomato,476,542,753,815
0055.jpg,1200,901,tomato,464,452,656,625
0055.jpg,1200,901,tomato,692,453,949,719
0055.jpg,1200,901,tomato,863,278,1191,596
0055.jpg,1200,901,tomato,641,1,875,242
0055.jpg,1200,901,tomato,470,1,744,85
0055.jpg,1200,901,tomato,432,19,652,215
0091.jpg,400,300,tomato,90,116,208,209
0091.jpg,400,300,tomato,213,120,291,189
0091.jpg,400,300,tomato,255,58,347,141
0070.jpg,225,225,tomato,1,102,135,225
0070.jpg,225,225,tomato,124,99,224,209
0070.jpg,225,225,tomato,36,11,156,120
0029.jpg,225,225,tomato,192,134,210,150
0029.jpg,225,225,tomato,110,169,128,188
0029.jpg,225,225,tomato,56,168,114,223
0029.jpg,225,225,tomato,94,150,145,202
0029.jpg,225,225,tomato,9,35,69,92
0029.jpg,225,225,tomato,13,88,74,146
0029.jpg,225,225,tomato,39,132,94,185
0029.jpg,225,225,tomato,93,106,144,153
0029.jpg,225,225,tomato,139,110,183,157
0029.jpg,225,225,tomato,175,104,213,143
0029.jpg,225,225,tomato,70,64,123,113
0029.jpg,225,225,tomato,64,17,111,65
0029.jpg,225,225,tomato,123,69,163,117
0029.jpg,225,225,tomato,164,71,191,111
0073.jpg,2592,1944,tomato,631,1516,924,1807
0073.jpg,2592,1944,tomato,640,1187,960,1507
0073.jpg,2592,1944,tomato,1046,1442,1360,1754
0073.jpg,2592,1944,tomato,844,1631,1169,1942
0073.jpg,2592,1944,tomato,1069,1238,1315,1469
0073.jpg,2592,1944,tomato,809,1058,1089,1394
0073.jpg,2592,1944,tomato,1153,1018,1420,1291
0073.jpg,2592,1944,tomato,953,840,1213,1107
0073.jpg,2592,1944,tomato,1244,774,1522,1060
0073.jpg,2592,1944,tomato,1280,516,1551,771
0073.jpg,2592,1944,tomato,1366,1,1751,329
0073.jpg,2592,1944,tomato,1506,289,1842,634
0073.jpg,2592,1944,tomato,1562,582,1897,874
0073.jpg,2592,1944,tomato,1726,734,2009,1047
0073.jpg,2592,1944,tomato,1920,1176,2151,1405
0073.jpg,2592,1944,tomato,2075,1394,2242,1569
0073.jpg,2592,1944,tomato,2100,982,2342,1211
0073.jpg,2592,1944,tomato,2171,687,2433,945
0073.jpg,2592,1944,tomato,1964,522,2233,794
0073.jpg,2592,1944,tomato,1895,267,2135,545
0073.jpg,2592,1944,tomato,1706,9,2000,340
0062.jpg,640,480,tomato,64,248,235,410
0062.jpg,640,480,tomato,230,314,390,470
0062.jpg,640,480,tomato,335,243,507,425
0062.jpg,640,480,tomato,249,123,400,279
0054.jpg,650,487,tomato,438,195,580,334
0054.jpg,650,487,tomato,340,255,452,365
0054.jpg,650,487,tomato,312,364,424,482
0054.jpg,650,487,tomato,215,224,329,342
0054.jpg,650,487,tomato,183,320,277,401
0047.jpg,405,405,tomato,95,319,193,405
0047.jpg,405,405,tomato,177,305,264,389
0047.jpg,405,405,tomato,263,326,336,405
0047.jpg,405,405,tomato,321,349,374,404
0047.jpg,405,405,tomato,242,267,318,334
0047.jpg,405,405,tomato,304,225,404,313
0047.jpg,405,405,tomato,105,244,192,320
0047.jpg,405,405,tomato,197,194,297,287
0047.jpg,405,405,tomato,241,125,324,212
0047.jpg,405,405,tomato,73,155,168,259
0047.jpg,405,405,tomato,147,143,223,222
0047.jpg,405,405,tomato,132,67,212,164
0047.jpg,405,405,tomato,223,11,317,110
0047.jpg,405,405,tomato,37,1,136,105
0041.jpg,900,950,tomato,103,313,257,458
0041.jpg,900,950,tomato,105,548,265,707
0041.jpg,900,950,tomato,187,791,335,940
0041.jpg,900,950,tomato,336,788,476,921
0041.jpg,900,950,tomato,319,647,475,805
0041.jpg,900,950,tomato,273,466,459,650
0041.jpg,900,950,tomato,485,487,603,607
0041.jpg,900,950,tomato,600,440,805,652
0041.jpg,900,950,tomato,435,375,616,542
0041.jpg,900,950,tomato,261,167,389,293
0041.jpg,900,950,tomato,374,176,586,382
0041.jpg,900,950,tomato,612,188,817,400
0041.jpg,900,950,tomato,313,1,442,99
0041.jpg,900,950,tomato,541,6,744,206
0041.jpg,900,950,tomato,451,746,510,848
0041.jpg,900,950,tomato,484,609,522,679
0053.jpg,500,500,tomato,18,58,171,209
0053.jpg,500,500,tomato,120,159,269,295
0053.jpg,500,500,tomato,240,204,384,337
0053.jpg,500,500,tomato,344,301,487,419
0053.jpg,500,500,tomato,272,88,404,212
0053.jpg,500,500,tomato,369,170,488,295
0053.jpg,500,500,tomato,325,365,439,470
0053.jpg,500,500,tomato,304,322,348,408
0053.jpg,500,500,tomato,446,298,500,409
0057.jpg,1280,960,tomato,125,523,202,599
0057.jpg,1280,960,tomato,237,424,354,545
0057.jpg,1280,960,tomato,368,281,538,449
0057.jpg,1280,960,tomato,334,591,448,702
0057.jpg,1280,960,tomato,455,498,618,647
0057.jpg,1280,960,tomato,623,426,829,618
0057.jpg,1280,960,tomato,796,414,944,593
0057.jpg,1280,960,tomato,902,280,1104,484
0057.jpg,1280,960,tomato,904,601,1055,769
0052.jpg,648,432,tomato,42,147,235,311
0052.jpg,648,432,tomato,217,188,378,356
0052.jpg,648,432,tomato,415,123,576,281
0052.jpg,648,432,tomato,377,1,530,138
0052.jpg,648,432,tomato,236,1,354,113
0090.jpg,275,206,tomato,33,66,139,157
0090.jpg,275,206,tomato,118,115,193,188
0090.jpg,275,206,tomato,107,34,162,80
0078.jpg,275,183,tomato,29,55,96,131
0078.jpg,275,183,tomato,70,92,174,176
0078.jpg,275,183,tomato,94,38,148,92
0078.jpg,275,183,tomato,136,22,232,100
0046.jpg,800,600,tomato,191,76,455,327
0046.jpg,800,600,tomato,430,185,660,423
0046.jpg,800,600,tomato,282,327,520,531
0046.jpg,800,600,tomato,78,299,284,510
0093.jpg,480,360,tomato,158,184,339,343
0093.jpg,480,360,tomato,54,166,187,322
0093.jpg,480,360,tomato,247,33,431,211
0093.jpg,480,360,tomato,138,56,261,203
0096.jpg,400,267,tomato,78,58,154,135
0096.jpg,400,267,tomato,68,95,125,157
0096.jpg,400,267,tomato,111,128,193,213
0096.jpg,400,267,tomato,153,204,229,267
0096.jpg,400,267,tomato,184,103,273,186
0096.jpg,400,267,tomato,260,58,345,145
0096.jpg,400,267,tomato,283,129,362,208
0048.jpg,600,600,tomato,144,271,332,436
0048.jpg,600,600,tomato,42,305,175,440
0048.jpg,600,600,tomato,312,254,497,429
0048.jpg,600,600,tomato,319,89,505,255
0040.jpg,225,300,tomato,88,167,207,272
0040.jpg,225,300,tomato,9,155,111,252
0040.jpg,225,300,tomato,116,63,208,149
0040.jpg,225,300,tomato,30,77,117,155
0039.jpg,708,532,tomato,164,326,241,399
0039.jpg,708,532,tomato,134,309,204,372
0039.jpg,708,532,tomato,179,143,276,234
0039.jpg,708,532,tomato,242,185,342,295
0039.jpg,708,532,tomato,326,174,510,337
0039.jpg,708,532,tomato,407,253,649,455
0066.jpg,338,450,tomato,71,106,139,171
0066.jpg,338,450,tomato,183,116,272,202
0066.jpg,338,450,tomato,118,180,190,253
0066.jpg,338,450,tomato,214,203,280,269
0066.jpg,338,450,tomato,229,268,270,304
0066.jpg,338,450,tomato,136,251,181,299
0066.jpg,338,450,tomato,210,295,278,360
0066.jpg,338,450,tomato,145,291,203,351
0066.jpg,338,450,tomato,86,284,148,349
0066.jpg,338,450,tomato,117,240,148,291
0066.jpg,338,450,tomato,1,312,43,370
0066.jpg,338,450,tomato,24,260,89,327
0066.jpg,338,450,tomato,55,208,108,265
0066.jpg,338,450,tomato,32,154,95,215
0066.jpg,338,450,tomato,26,357,56,390
0066.jpg,338,450,tomato,64,376,95,410
0031.jpg,600,449,tomato,95,91,330,287
0031.jpg,600,449,tomato,234,216,401,367
0031.jpg,600,449,tomato,280,93,421,235
0063.jpg,550,550,tomato,20,150,322,422
0063.jpg,550,550,tomato,271,315,502,536
0063.jpg,550,550,tomato,249,113,478,319
0042.jpg,2000,1100,tomato,417,543,760,993
0042.jpg,2000,1100,tomato,194,661,455,991
0042.jpg,2000,1100,tomato,198,402,464,681
0042.jpg,2000,1100,tomato,369,177,696,556
0042.jpg,2000,1100,tomato,648,256,1014,706
0042.jpg,2000,1100,tomato,773,609,1087,993
0042.jpg,2000,1100,tomato,969,52,1317,436
0042.jpg,2000,1100,tomato,1185,293,1496,625
0042.jpg,2000,1100,tomato,1133,1006,1390,1100
0042.jpg,2000,1100,tomato,1385,829,1670,1100
0042.jpg,2000,1100,tomato,1601,741,1955,1002
0042.jpg,2000,1100,tomato,1017,825,1303,1100
0042.jpg,2000,1100,tomato,1242,597,1558,954
0095.jpg,800,800,tomato,96,315,332,542
0095.jpg,800,800,tomato,180,443,406,628
0095.jpg,800,800,tomato,401,445,636,650
0095.jpg,800,800,tomato,568,477,794,704
0095.jpg,800,800,tomato,314,274,507,473
0095.jpg,800,800,tomato,10,286,184,517
0095.jpg,800,800,tomato,119,93,326,307
0095.jpg,800,800,tomato,277,101,463,294
0022.jpg,195,258,tomato,78,87,158,161
0022.jpg,195,258,tomato,57,158,120,216
0022.jpg,195,258,tomato,110,160,144,210
0022.jpg,195,258,tomato,43,195,105,255
0022.jpg,195,258,tomato,18,113,80,173
0022.jpg,195,258,tomato,21,60,81,113
0080.jpg,266,190,tomato,51,35,125,110
0080.jpg,266,190,tomato,78,75,159,145
0080.jpg,266,190,tomato,139,106,220,180
0080.jpg,266,190,tomato,159,31,241,113
0088.jpg,360,240,tomato,138,130,174,161
0088.jpg,360,240,tomato,146,156,195,193
0088.jpg,360,240,tomato,170,111,227,159
0088.jpg,360,240,tomato,144,108,173,139
0088.jpg,360,240,tomato,191,76,223,111
0088.jpg,360,240,tomato,145,80,180,117
0050.jpg,720,720,tomato,133,115,339,335
0050.jpg,720,720,tomato,345,34,553,257
0050.jpg,720,720,tomato,314,243,522,445
0050.jpg,720,720,tomato,370,391,565,596
0050.jpg,720,720,tomato,195,471,398,667
0050.jpg,720,720,tomato,324,578,451,667
0050.jpg,720,720,tomato,137,328,342,523
0083.jpg,275,183,tomato,107,44,186,124
0083.jpg,275,183,tomato,63,41,116,112
0086.jpg,301,167,tomato,205,55,280,114
0086.jpg,301,167,tomato,153,77,220,136
0086.jpg,301,167,tomato,127,24,165,55
0043.jpg,450,338,tomato,81,204,190,311
0043.jpg,450,338,tomato,157,189,227,258
0043.jpg,450,338,tomato,219,91,293,157
0043.jpg,450,338,tomato,162,40,236,109
0043.jpg,450,338,tomato,188,114,281,191
0058.jpg,640,480,tomato,289,150,544,374
0058.jpg,640,480,tomato,181,142,301,258
0058.jpg,640,480,tomato,160,250,325,411
0071.jpg,480,640,tomato,39,405,133,503
0071.jpg,480,640,tomato,129,288,245,415
0071.jpg,480,640,tomato,216,206,332,351
0071.jpg,480,640,tomato,288,313,389,429
0071.jpg,480,640,tomato,327,240,407,351
0071.jpg,480,640,tomato,371,217,480,314
0024.jpg,259,194,tomato,66,164,95,192
0024.jpg,259,194,tomato,51,134,85,165
0024.jpg,259,194,tomato,73,104,110,141
0024.jpg,259,194,tomato,83,140,103,157
0024.jpg,259,194,tomato,103,132,120,149
0024.jpg,259,194,tomato,117,133,146,160
0024.jpg,259,194,tomato,109,96,146,131
0024.jpg,259,194,tomato,82,68,123,104
0024.jpg,259,194,tomato,68,66,86,97
0024.jpg,259,194,tomato,123,88,138,96
0024.jpg,259,194,tomato,137,112,161,139
0024.jpg,259,194,tomato,139,80,170,112
0024.jpg,259,194,tomato,161,76,193,108
0024.jpg,259,194,tomato,163,109,194,141
0024.jpg,259,194,tomato,171,138,203,168
0024.jpg,259,194,tomato,196,119,235,155
0024.jpg,259,194,tomato,194,83,231,119
0024.jpg,259,194,tomato,150,24,189,64
0060.jpg,640,426,tomato,322,212,419,297
0060.jpg,640,426,tomato,404,260,489,339
0060.jpg,640,426,tomato,453,174,548,271
0060.jpg,640,426,tomato,450,227,535,309
0060.jpg,640,426,tomato,337,130,441,217
0060.jpg,640,426,tomato,363,41,470,140
0060.jpg,640,426,tomato,448,92,550,180
0028.jpg,225,225,tomato,26,193,64,225
